,CVE_ENT,CVE_MUN,NOM_MUN,IDMUN,Y,IDH,IRS,c_i,Pob2010,Mun_cov
1188,20,568,Zapotitl√°n Palmas,20_568,NA,0.602,0.92241,982.9995555,1514,Zapotitl·n Palmas
1189,20,8,Asunci√≥n Tlacolulita,20_8,NA,0.618,0.11088,546.6879958,842,AsunciÛn Tlacolulita
1190,20,303,San Pedro Cajonos,20_303,NA,0.618,0.42577,760.9481367,1172,San Pedro Cajonos
1191,20,397,Heroica Ciudad de Tlaxiaco,20_397,NA,0.733,0.27327,24966.5006,38453,Heroica Ciudad de Tlaxiaco
1192,20,418,Santa Mar√≠a Jalapa del Marqu√©s,20_418,NA,0.697,-0.29854,7718.559257,11888,Santa MarÌa Jalapa del MarquÈs
1193,20,177,San Juan Bautista Cuicatl√°n,20_177,NA,0.63,0.0147,6129.787849,9441,San Juan Bautista Cuicatl·n
1194,20,128,San Crist√≥bal Lachirioag,20_128,NA,0.608,0.42456,798.6059797,1230,San CristÛbal Lachirioag
1195,20,494,Santiago Tlazoyaltepec,20_494,NA,0.498,1.92365,3177.542817,4894,Santiago Tlazoyaltepec
1196,20,116,San Bartolom√© Ayautla,20_116,NA,0.464,1.51898,2630.854821,4052,San BartolomÈ Ayautla
1197,20,79,Salina Cruz,20_79,NA,0.772,-1.16532,53481.27898,82371,Salina Cruz
1198,20,357,Santa Ana Tavela,20_357,NA,0.606,1.12914,589.540024,908,Santa Ana Tavela
1199,20,251,San Mateo Nej√°pam,20_251,NA,0.476,0.99421,766.142322,1180,San Mateo Nej·pam
1200,20,378,Santa Cruz Mixtepec,20_378,NA,0.636,0.54673,2347.122452,3615,Santa Cruz Mixtepec
1201,20,379,Santa Cruz Nundaco,20_379,NA,0.6,1.46413,1920.54999,2958,Santa Cruz Nundaco
1202,20,263,San Miguel Coatl√°n,20_263,NA,0.507,2.3962,2261.418396,3483,San Miguel Coatl·n
1203,20,320,San Pedro Molinos,20_320,NA,0.587,1.05166,469.4244905,723,San Pedro Molinos
1204,20,257,San Melchor Betaza,20_257,NA,0.498,1.54123,708.3570112,1091,San Melchor Betaza
1205,20,132,San Dionisio Ocotl√°n,20_132,NA,0.678,0.22373,808.345077,1245,San Dionisio Ocotl·n
1206,20,238,San Mart√≠n de los Cansecos,20_238,NA,0.542,0.78814,529.8068938,816,San MartÌn de los Cansecos
1207,20,174,√Ånimas Trujano,20_174,NA,0.758,-0.93264,2440.617787,3759,¡nimas Trujano
1208,20,314,San Pedro Juchatengo,20_314,NA,0.629,0.10347,1099.21945,1693,San Pedro Juchatengo
1209,20,391,Santa Luc√≠a Miahuatl√°n,20_391,NA,0.478,2.77805,2178.960705,3356,Santa LucÌa Miahuatl·n
1210,20,258,San Miguel Achiutla,20_258,NA,0.646,0.94221,483.0592267,744,San Miguel Achiutla
1211,20,520,Santo Domingo Tonal√°,20_520,NA,0.619,0.14054,4644.250872,7153,Santo Domingo Tonal·
1212,20,122,San Bartolo Yautepec,20_122,NA,0.636,0.0349,439.5579254,677,San Bartolo Yautepec
1213,20,167,San Jos√© del Pe√±asco,20_167,NA,0.543,1.73044,1359.577985,2094,San JosÈ del PeÒasco
1214,20,377,Santa Cruz Itundujia,20_377,NA,0.568,1.82885,7125.772867,10975,Santa Cruz Itundujia
1215,20,212,San Juan Petlapa,20_212,NA,0.5,3.99557,1822.509744,2807,San Juan Petlapa
1216,20,490,Santiago Texcalcingo,20_490,NA,0.458,1.43051,1997.164222,3076,Santiago Texcalcingo
1217,20,23,Cuil√°pam de Guerrero,20_23,NA,0.703,0.28811,11964.80569,18428,Cuil·pam de Guerrero
1218,20,396,Santa Mar√≠a la Asunci√≥n,20_396,NA,0.453,2.68806,2111.436297,3252,Santa MarÌa la AsunciÛn
1219,20,326,San Pedro Sochi√°pam,20_326,NA,0.51,1.24369,3218.447025,4957,San Pedro Sochi·pam
1220,20,242,San Mart√≠n Peras,20_242,NA,0.395,2.41424,7376.392305,11361,San MartÌn Peras
1221,20,269,San Miguel el Grande,20_269,2,0.694,0.68408,2679.550307,4127,San Miguel el Grande
1222,20,158,San Jacinto Tlacotepec,20_158,NA,0.545,1.55349,1448.528407,2231,San Jacinto Tlacotepec
1223,20,473,Santiago Laxopa,20_473,NA,0.604,0.64683,905.0867769,1394,Santiago Laxopa
1224,20,270,San Miguel Huautla,20_270,NA,0.558,1.85781,908.3331427,1399,San Miguel Huautla
1225,20,182,San Juan Bautista Tlacoatzintepec,20_182,NA,0.533,1.72569,1488.134069,2292,San Juan Bautista Tlacoatzintepec
1226,20,293,San Pablo Etla,20_293,NA,0.838,-1.34903,10086.45845,15535,San Pablo Etla
1227,20,376,Santa Cruz de Bravo,20_376,NA,0.606,0.18865,236.3354281,364,Santa Cruz de Bravo
1228,20,408,Santa Mar√≠a del Rosario,20_408,NA,0.637,0.94518,311.651114,480,Santa MarÌa del Rosario
1229,20,434,Santa Mar√≠a Teopoxco,20_434,NA,0.511,1.55626,3019.76944,4651,Santa MarÌa Teopoxco
1230,20,461,Santiago del R√≠o,20_461,NA,0.525,1.91359,398.6537167,614,Santiago del RÌo
1231,20,304,San Pedro Coxcaltepec C√°ntaros,20_304,NA,0.571,1.26178,552.5314542,851,San Pedro Coxcaltepec C·ntaros
1232,20,261,San Miguel Amatitl√°n,20_261,NA,0.514,1.0876,4703.334729,7244,San Miguel Amatitl·n
1233,20,348,San Sebasti√°n Tecomaxtlahuaca,20_348,NA,0.579,1.07229,5353.906429,8246,San Sebasti·n Tecomaxtlahuaca
1234,20,532,Santo Tom√°s Ocotepec,20_532,NA,0.587,1.28108,2646.437377,4076,Santo Tom·s Ocotepec
1235,20,149,San Francisco Sola,20_149,NA,0.558,1.27197,979.7531897,1509,San Francisco Sola
1236,20,309,San Pedro Ixcatl√°n,20_309,NA,0.562,1.15216,6733.611882,10371,San Pedro Ixcatl·n
1237,20,531,Santo Tom√°s Mazaltepec,20_531,NA,0.627,-0.05276,1514.754269,2333,Santo Tom·s Mazaltepec
1238,20,24,Cuyamecalco Villa de Zaragoza,20_24,NA,0.467,1.51736,2497.104551,3846,Cuyamecalco Villa de Zaragoza
1239,20,459,Santiago Chazumba,20_459,NA,0.612,-0.03555,2908.094458,4479,Santiago Chazumba
1240,20,285,San Miguel Tlacamama,20_285,NA,0.615,0.75552,2198.4389,3386,San Miguel Tlacamama
1241,20,359,Santa Ana Yareni,20_359,NA,0.579,1.41343,525.2619817,809,Santa Ana Yareni
1242,20,438,Santa Mar√≠a Tlalixtac,20_438,NA,0.48,1.20753,1138.825112,1754,Santa MarÌa Tlalixtac
1243,20,479,Santiago Nejapilla,20_479,NA,0.583,1.23428,142.1908208,219,Santiago Nejapilla
1244,20,206,San Juan de los Cu√©s,20_206,NA,0.6,0.29386,1530.336824,2357,San Juan de los CuÈs
1245,20,110,San Antonio Sinicahua,20_110,NA,0.56,2.51847,1040.784866,1603,San Antonio Sinicahua
1246,20,472,Santiago Laollaga,20_472,NA,0.647,-0.35978,2076.375547,3198,Santiago Laollaga
1247,20,509,Santo Domingo de Morelos,20_509,NA,0.529,2.00688,6847.883957,10547,Santo Domingo de Morelos
1248,20,311,San Pedro Jaltepetongo,20_311,NA,0.563,0.59085,297.3671046,458,San Pedro Jaltepetongo
1249,20,286,San Miguel Tlacotepec,20_286,NA,0.482,0.70054,2090.659557,3220,San Miguel Tlacotepec
1250,20,331,San Pedro Tida√°,20_331,NA,0.599,1.50046,580.4501999,894,San Pedro Tida·
1251,20,25,Chahuites,20_25,NA,0.637,0.10375,7210.178377,11105,Chahuites
1252,20,253,San Mateo Pi√±as,20_253,NA,0.542,2.39962,1445.282041,2226,San Mateo PiÒas
1253,20,154,San Ildefonso Amatl√°n,20_154,NA,0.548,1.27164,1553.710658,2393,San Ildefonso Amatl·n
1254,20,32,Fresnillo de Trujano,20_32,NA,0.559,0.39948,670.6991683,1033,Fresnillo de Trujano
1255,20,10,El Barrio de la Soledad,20_10,NA,0.733,-1.13534,8835.309082,13608,El Barrio de la Soledad
1256,20,113,San Baltazar Loxicha,20_113,NA,0.554,0.89478,1838.741573,2832,San Baltazar Loxicha
1257,20,548,Tepelmeme Villa de Morelos,20_548,NA,0.601,0.93371,1125.839649,1734,Tepelmeme Villa de Morelos
1258,20,214,San Juan Quiotepec,20_214,NA,0.569,0.48141,1501.768806,2313,San Juan Quiotepec
1259,20,60,Mixistl√°n de la Reforma,20_60,NA,0.572,1.61658,1798.486637,2770,Mixistl·n de la Reforma
1260,20,457,Santiago Camotl√°n,20_457,NA,0.516,2.05197,2204.282358,3395,Santiago Camotl·n
1261,20,417,Santa Mar√≠a Jacatepec,20_417,NA,0.605,0.52879,5999.283945,9240,Santa MarÌa Jacatepec
1262,20,156,San Ildefonso Villa Alta,20_156,NA,0.631,0.27791,2258.17203,3478,San Ildefonso Villa Alta
1263,20,189,San Juan Comaltepec,20_189,NA,0.46,2.11882,1634.220529,2517,San Juan Comaltepec
1264,20,477,Santiago Minas,20_477,1,0.492,1.43098,928.4606105,1430,Santiago Minas
1265,20,208,San Juan Mixtepec,20_208,NA,0.57,1.6297,4941.617977,7611,San Juan Mixtepec -Dto. 08 -
1266,20,108,San Antonio Huitepec,20_108,NA,0.529,1.25244,2784.732558,4289,San Antonio Huitepec
1267,20,114,San Baltazar Yatzachi el Bajo,20_114,NA,0.446,0.73947,439.5579254,677,San Baltazar Yatzachi el Bajo
1268,20,83,San Agust√≠n de las Juntas,20_83,NA,0.743,-0.60179,5251.970544,8089,San AgustÌn de las Juntas
1269,20,85,San Agust√≠n Loxicha,20_85,NA,0.544,2.08982,14650.84872,22565,San AgustÌn Loxicha
1270,20,306,San Pedro el Alto,20_306,NA,0.512,1.54201,2534.113121,3903,San Pedro el Alto
1271,20,237,San Marcos Arteaga,20_237,NA,0.604,-0.17475,1010.918301,1557,San Marcos Arteaga
1272,20,363,Santa Catarina Ixtepeji,20_363,NA,0.65,-0.05237,1709.536215,2633,Santa Catarina Ixtepeji
1273,20,71,Pluma Hidalgo,20_71,NA,0.547,1.27344,1986.775852,3060,Pluma Hidalgo
1274,20,123,San Bernardo Mixtepec,20_123,NA,0.505,0.84487,1756.283882,2705,San Bernardo Mixtepec
1275,20,455,Santiago Ayuquililla,20_455,NA,0.568,0.62058,1784.202628,2748,Santiago Ayuquililla
1276,20,282,San Miguel Tenango,20_282,NA,0.572,1.22734,515.5228844,794,San Miguel Tenango
1277,20,187,San Juan Coatz√≥spam,20_187,NA,0.487,2.0179,1645.907446,2535,San Juan CoatzÛspam
1278,20,426,Santa Mar√≠a Pe√±oles,20_426,NA,0.523,1.91644,5106.533358,7865,Santa MarÌa PeÒoles
1279,20,566,San Mateo Yucutindoo,20_566,NA,0.562,1.47077,1969.89475,3034,San Mateo YucutindÛ
1280,20,43,Heroica Ciudad de Juchit√°n de Zaragoza,20_43,2,0.721,-0.63104,60407.07572,93038,Heroica Ciudad de Juchit·n de Zaragoza
1281,20,255,San Mateo Sindihui,20_255,NA,0.494,1.41872,1354.3838,2086,San Mateo Sindihui
1282,20,15,Coatecas Altas,20_15,NA,0.493,2.4888,3059.375103,4712,Coatecas Altas
1283,20,164,San Jorge Nuchita,20_164,NA,0.507,0.54815,2087.413191,3215,San Jorge Nuchita
1284,20,296,San Pablo Macuiltianguis,20_296,NA,0.56,0.03504,603.1747602,929,San Pablo Macuiltianguis
1285,20,160,San Jer√≥nimo Silacayoapilla,20_160,NA,0.532,0.24805,940.7968004,1449,San JerÛnimo Silacayoapilla
1286,20,448,Santa Mar√≠a Zaniza,20_448,NA,0.524,1.56208,1304.389767,2009,Santa MarÌa Zaniza
1287,20,330,San Pedro Teutila,20_330,NA,0.53,1.00679,2776.94128,4277,San Pedro Teutila
1288,20,337,San Pedro y San Pablo Ayutla,20_337,NA,0.538,2.2852,3637.22821,5602,San Pedro y San Pablo Ayutla
1289,20,545,Teotitl√°n de Flores Mag√≥n,20_545,NA,0.734,-0.46078,5821.383101,8966,Teotitl·n de Flores MagÛn
1290,20,50,Magdalena Pe√±asco,20_50,NA,0.526,1.78652,2452.953977,3778,Magdalena PeÒasco
1291,20,541,Tanetze de Zaragoza,20_541,NA,0.59,0.70366,1108.309274,1707,Tanetze de Zaragoza
1292,20,249,San Mateo Yoloxochitl√°n,20_249,NA,0.597,1.0174,2256.224211,3475,San Mateo Yoloxochitl·n
1293,20,487,Santiago Tenango,20_487,NA,0.664,0.35951,1262.836285,1945,Santiago Tenango
1294,20,445,Santa Mar√≠a Yosoy√∫a,20_445,NA,0.605,1.43552,1066.106519,1642,Santa MarÌa Yosoy˙a
1295,20,267,San Miguel del R√≠o,20_267,NA,0.641,-0.34299,190.8863073,294,San Miguel del RÌo
1296,20,514,Santo Domingo Roayaga,20_514,NA,0.516,2.27965,647.3253347,997,Santo Domingo Roayaga
1297,20,561,Yaxe,20_561,NA,0.622,1.36288,1741.999873,2683,Yaxe
1298,20,277,Villa Sola de Vega,20_277,NA,0.574,1.6495,8132.146256,12525,Villa Sola de Vega
1299,20,173,San Juan Atepec,20_173,NA,0.618,0.47254,984.9473749,1517,San Juan Atepec
1300,20,291,San Pablo Coatl√°n,20_291,NA,0.55,1.16203,2705.521234,4167,San Pablo Coatl·n
1301,20,517,Santo Domingo Tepuxtepec,20_517,NA,0.487,2.20739,3372.324763,5194,Santo Domingo Tepuxtepec
1302,20,233,San Lucas Quiavin√≠,20_233,NA,0.54,0.9578,1132.981654,1745,San Lucas QuiavinÌ
1303,20,317,San Pedro M√°rtir Yucuxaco,20_317,NA,0.623,1.35287,912.2287816,1405,San Pedro M·rtir Yucuxaco
1304,20,140,San Francisco Chind√∫a,20_140,NA,0.653,0.16427,536.9488985,827,San Francisco Chind˙a
1305,20,130,San Dionisio del Mar,20_130,NA,0.6,0.84289,3309.99454,5098,San Dionisio del Mar
1306,20,13,Ci√©nega de Zimatl√°n,20_13,NA,0.695,-0.5125,1808.225734,2785,CiÈnega de Zimatl·n
1307,20,559,San Juan Bautista Valle Nacional,20_559,NA,0.635,0.40523,14573.58522,22446,San Juan Bautista Valle Nacional
1308,20,543,Tataltepec de Vald√©s,20_543,NA,0.484,1.21952,3610.60801,5561,Tataltepec de ValdÈs
1309,20,386,Santa Cruz Zenzontepec,20_386,NA,0.493,1.90956,11620.04164,17897,Santa Cruz Zenzontepec
1310,20,41,Huautla de Jim√©nez,20_41,1,0.596,1.68266,19480.79172,30004,Huautla de JimÈnez
1311,20,66,Santiago Niltepec,20_66,NA,0.66,-0.20042,3475.559194,5353,Santiago Niltepec
1312,20,27,Chiquihuitl√°n de Benito Ju√°rez,20_27,NA,0.518,1.52485,1595.913413,2458,Chiquihuitl·n de Benito Ju·rez
1313,20,361,Santa Catalina Quier√≠,20_361,NA,0.51,1.62188,598.6298482,922,Santa Catalina QuierÌ
1314,20,513,Santo Domingo Petapa,20_513,NA,0.597,0.2446,5449.998856,8394,Santo Domingo Petapa
1315,20,325,San Pedro Quiatoni,20_325,NA,0.528,1.91168,6811.524661,10491,San Pedro Quiatoni
1316,20,351,San Sim√≥n Almolongas,20_351,NA,0.532,1.00401,1703.043483,2623,San SimÛn Almolongas
1317,20,544,Teococuilco de Marcos P√©rez,20_544,1,0.619,0.02171,718.0961085,1106,Teococuilco de Marcos PÈrez
1318,20,38,Villa Hidalgo,20_38,NA,0.585,1.22445,1371.264902,2112,Villa Hidalgo
1319,20,280,Villa Talea de Castro,20_280,NA,0.645,0.07634,1554.359931,2394,Villa Talea de Castro
1320,20,292,San Pablo Cuatro Venados,20_292,NA,0.521,1.6887,901.191138,1388,San Pablo Cuatro Venados
1321,20,366,Santa Catarina Loxicha,20_366,NA,0.569,1.93232,2588.002793,3986,Santa Catarina Loxicha
1322,20,431,Santa Mar√≠a Tecomavaca,20_431,NA,0.661,-0.2458,1151.810576,1774,Santa MarÌa Tecomavaca
1323,20,508,Santo Domingo Chihuit√°n,20_508,NA,0.702,-0.81846,987.5444675,1521,Santo Domingo Chihuit·n
1324,20,336,San Pedro Y√≥lox,20_336,NA,0.586,0.41096,1471.902241,2267,San Pedro YÛlox
1325,20,525,Santo Domingo Zanatepec,20_525,NA,0.642,-0.21063,7283.546244,11218,Santo Domingo Zanatepec
1326,20,481,Santiago Nuyo√≥,20_481,NA,0.621,1.20768,1276.471021,1966,Santiago NuyoÛ
1327,20,567,Zapotitl√°n Lagunas,20_567,NA,0.512,1.04371,2034.172792,3133,Zapotitl·n Lagunas
1328,20,166,San Jos√© Chiltepec,20_166,NA,0.663,0.03799,7154.340886,11019,San JosÈ Chiltepec
1329,20,161,San Jer√≥nimo Sosola,20_161,NA,0.564,0.97743,1661.490002,2559,San JerÛnimo Sosola
1330,20,9,Ayotzintepec,20_9,NA,0.618,0.50706,4363.115596,6720,Ayotzintepec
1331,20,153,San Gabriel Mixtepec,20_153,NA,0.612,0.5835,3073.009839,4733,San Gabriel Mixtepec
1332,20,550,San Jer√≥nimo Tlacochahuaya,20_550,NA,0.687,-0.06088,3295.710531,5076,San JerÛnimo Tlacochahuaya
1333,20,155,San Ildefonso Sola,20_155,NA,0.538,1.59362,610.3167649,940,San Ildefonso Sola
1334,20,447,Santa Mar√≠a Zacatepec,20_447,NA,0.584,0.36152,9788.442073,15076,Santa MarÌa Zacatepec
1335,20,404,Santa Mar√≠a Chacho√°pam,20_404,NA,0.644,-0.0664,497.3432361,766,Santa MarÌa Chacho·pam
1336,20,437,Santa Mar√≠a Tlahuitoltepec,20_437,NA,0.625,2.01702,6273.926489,9663,Santa MarÌa Tlahuitoltepec
1337,20,273,San Miguel Peras,20_273,NA,0.57,1.95117,2270.50822,3497,San Miguel Peras
1338,20,300,San Pedro Amuzgos,20_300,NA,0.615,1.05048,4199.498761,6468,San Pedro Amuzgos
1339,20,485,Santiago Tapextla,20_485,NA,0.444,0.99493,1967.94693,3031,Santiago Tapextla
1340,20,136,San Felipe Usila,20_136,NA,0.573,0.9344,7515.33676,11575,San Felipe Usila
1341,20,121,San Bartolo Soyaltepec,20_121,NA,0.546,0.38108,425.273916,655,San Bartolo Soyaltepec
1342,20,394,Santa Mar√≠a Alotepec,20_394,NA,0.61,0.86417,1803.680822,2778,Santa MarÌa Alotepec
1343,20,137,San Francisco Cahuacu√°,20_137,1,0.57,1.43595,2225.059099,3427,San Francisco Cahuacu·
1344,20,163,San Jer√≥nimo Tec√≥atl,20_163,NA,0.592,1.37604,1042.732686,1606,San JerÛnimo TecÛatl
1345,20,279,San Miguel Suchixtepec,20_279,NA,0.582,1.06378,1890.034152,2911,San Miguel Suchixtepec
1346,20,252,San Mateo Pe√±asco,20_252,NA,0.494,1.34049,1373.861994,2116,San Mateo PeÒasco
1347,20,511,Santo Domingo Nuxa√°,20_511,NA,0.558,2.12146,2343.876087,3610,Santo Domingo Nuxa·
1348,20,439,Santa Mar√≠a Tonameca,20_439,NA,0.564,1.20032,15789.02456,24318,Santa MarÌa Tonameca
1349,20,26,Chalcatongo de Hidalgo,20_26,NA,0.641,0.79524,5506.485621,8481,Chalcatongo de Hidalgo
1350,20,170,San Jos√© Lachiguiri,20_170,NA,0.499,2.76948,2499.05237,3849,San JosÈ Lachiguiri
1351,20,458,Santiago Comaltepec,20_458,NA,0.625,-0.12523,723.9395669,1115,Santiago Comaltepec
1352,20,194,San Juan del R√≠o,20_194,NA,0.564,0.02609,799.2552528,1231,San Juan del RÌo
1353,20,188,San Juan Colorado,20_188,NA,0.556,1.10287,6164.199326,9494,San Juan Colorado
1354,20,549,"Heroica Villa Tezoatl√°n de Segura y Luna, Cuna de la Independencia de Oaxaca",20_549,NA,0.61,0.89116,7349.122832,11319,Tezoatl·n de Segura y Luna
1355,20,175,San Juan Bautista Atatlahuca,20_175,NA,0.536,0.37988,1119.346918,1724,San Juan Bautista Atatlahuca
1356,20,202,San Juan Lachao,20_202,1,0.561,1.08665,2941.856662,4531,San Juan Lachao
1357,20,236,San Marcial Ozolotepec,20_236,NA,0.522,2.32215,990.1415601,1525,San Marcial Ozolotepec
1358,20,213,San Juan Quiahije,20_213,NA,0.523,0.99314,2355.563003,3628,San Juan Quiahije
1359,20,401,Santa Mar√≠a Colotepec,20_401,NA,0.646,-0.03438,14648.9009,22562,Santa MarÌa Colotepec
1360,20,416,Santa Mar√≠a Ixcatl√°n,20_416,NA,0.477,1.53423,335.0249476,516,Santa MarÌa Ixcatl·n
1361,20,217,San Juan Tamazola,20_217,NA,0.543,1.96111,2237.395289,3446,San Juan Tamazola
1362,20,275,San Miguel Quetzaltepec,20_275,NA,0.531,1.62739,4735.149114,7293,San Miguel Quetzaltepec
1363,20,223,San Juan Yatzona,20_223,NA,0.538,0.53176,293.4714657,452,San Juan Yatzona
1364,20,46,Magdalena Jaltepec,20_46,NA,0.534,0.7392,2151.04196,3313,Magdalena Jaltepec
1365,20,5,Asunci√≥n Ixtaltepec,20_5,NA,0.704,-0.63668,9577.428298,14751,AsunciÛn Ixtaltepec
1366,20,398,Ayoquezco de Aldama,20_398,NA,0.604,0.64565,2860.697517,4406,Ayoquezco de Aldama
1367,20,441,Santa Mar√≠a Xadani,20_441,NA,0.594,0.69429,5051.994413,7781,Santa MarÌa Xadani
1368,20,88,San Andr√©s Cabecera Nueva,20_88,NA,0.588,1.16142,1851.077763,2851,San AndrÈs Cabecera Nueva
1369,20,97,San Andr√©s Solaga,20_97,NA,0.591,0.64954,1129.735288,1740,San AndrÈs Solaga
1370,20,415,Santa Mar√≠a Ipalapa,20_415,NA,0.586,0.27478,3173.647178,4888,Santa MarÌa Ipalapa
1371,20,329,San Pedro Teozacoalco,20_329,NA,0.619,1.13672,857.0405635,1320,San Pedro Teozacoalco
1372,20,17,La Compa√±√≠a,20_17,NA,0.546,1.4088,2143.899955,3302,La CompaÒÌa
1373,20,124,San Blas Atempa,20_124,NA,0.586,1.65174,11098.6753,17094,San Blas Atempa
1374,20,117,San Bartolom√© Loxicha,20_117,NA,0.563,1.23436,1572.539579,2422,San BartolomÈ Loxicha
1375,20,385,Santa Cruz Xoxocotl√°n,20_385,NA,0.777,-0.7397,50534.87741,77833,Santa Cruz Xoxocotl·n
1376,20,265,San Miguel Chimalapa,20_265,NA,0.616,0.67843,4290.397003,6608,San Miguel Chimalapa
1377,20,235,San Luis Amatl√°n,20_235,NA,0.533,1.13118,2352.965911,3624,San Luis Amatl·n
1378,20,414,Santa Mar√≠a Huazolotitl√°n,20_414,NA,0.632,0.4603,7008.254426,10794,Santa MarÌa Huazolotitl·n
1379,20,539,Soledad Etla,20_539,NA,0.689,-0.89461,3262.5976,5025,Soledad Etla
1380,20,392,Santa Luc√≠a Monteverde,20_392,NA,0.556,2.0582,4335.846124,6678,Santa LucÌa Monteverde
1381,20,134,San Felipe Jalapa de D√≠az,20_134,NA,0.535,1.34595,17425.19291,26838,San Felipe Jalapa de DÌaz
1382,20,411,Santa Mar√≠a Guelac√©,20_411,NA,0.625,-0.36979,529.8068938,816,Santa MarÌa GuelacÈ
1383,20,4,Asunci√≥n Cuyotepeji,20_4,NA,0.641,-0.16373,657.064432,1012,AsunciÛn Cuyotepeji
1384,20,37,Mesones Hidalgo,20_37,NA,0.522,1.52754,2858.100425,4402,Mesones Hidalgo
1385,20,231,San Lucas Camotl√°n,20_231,NA,0.476,2.22279,1964.700565,3026,San Lucas Camotl·n
1386,20,471,Santiago Lalopa,20_471,NA,0.505,0.58924,322.0394845,496,Santiago Lalopa
1387,20,383,Santa Cruz Tayata,20_383,NA,0.613,0.8729,394.7580778,608,Santa Cruz Tayata
1388,20,384,Santa Cruz Xitla,20_384,NA,0.552,1.46279,2930.819018,4514,Santa Cruz Xitla
1389,20,150,San Francisco Telixtlahuaca,20_150,NA,0.73,-0.40589,7721.805623,11893,San Francisco Telixtlahuaca
1390,20,199,San Juan Ihualtepec,20_199,NA,0.55,1.48274,462.9317589,713,San Juan Ihualtepec
1391,20,442,Santa Mar√≠a Yalina,20_442,NA,0.629,0.21773,229.8426966,354,Santa MarÌa Yalina
1392,20,92,San Andr√©s Ixtlahuaca,20_92,NA,0.639,0.06581,934.3040689,1439,San AndrÈs Ixtlahuaca
1393,20,178,San Juan Bautista Guelache,20_178,NA,0.777,-0.86927,4081.98032,6287,San Juan Bautista Guelache
1394,20,369,Santa Catarina Quian√©,20_369,NA,0.673,-0.4223,1199.207516,1847,Santa Catarina QuianÈ
1395,20,144,San Francisco Jaltepetongo,20_144,NA,0.629,0.68677,720.6932012,1110,San Francisco Jaltepetongo
1396,20,423,Santa Mar√≠a Nduayaco,20_423,NA,0.576,1.13626,357.1002348,550,Santa MarÌa Nduayaco
1397,20,31,Tamazul√°pam del Esp√≠ritu Santo,20_31,NA,0.596,1.46862,4779.948961,7362,Tamazul·pam del EspÌritu Santo
1398,20,489,Santiago Tetepec,20_489,NA,0.577,1.19734,3215.849933,4953,Santiago Tetepec
1399,20,482,Santiago Pinotepa Nacional,20_482,NA,0.665,0.34409,32664.28311,50309,Santiago Pinotepa Nacional
1400,20,469,Santiago Juxtlahuaca,20_469,NA,0.599,1.56991,21378.61715,32927,Santiago Juxtlahuaca
1401,20,526,Santos Reyes Nopala,20_526,NA,0.575,1.14272,10379.28064,15986,Santos Reyes Nopala
1402,20,18,Concepci√≥n Buenavista,20_18,NA,0.568,0.60349,541.4938106,834,ConcepciÛn Buenavista
1403,20,58,Mazatl√°n Villa de Flores,20_58,NA,0.532,1.72129,8722.984827,13435,Mazatl·n Villa de Flores
1404,20,324,San Pedro Pochutla,20_324,NA,0.656,0.48833,28477.12054,43860,San Pedro Pochutla
1405,20,495,Santiago Xanica,20_495,NA,0.521,1.47898,1872.503777,2884,Santiago Xanica
1406,20,254,San Mateo R√≠o Hondo,20_254,NA,0.572,1.75325,2147.795594,3308,San Mateo RÌo Hondo
1407,20,68,Ocotl√°n de Morelos,20_68,1,0.688,0.23253,13856.13838,21341,Ocotl·n de Morelos
1408,20,467,Santiago Jamiltepec,20_467,NA,0.643,0.64923,11935.58839,18383,Santiago Jamiltepec
1409,20,159,San Jer√≥nimo Coatl√°n,20_159,NA,0.552,1.37121,3537.889417,5449,San JerÛnimo Coatl·n
1410,20,21,Cosolapa,20_21,NA,0.674,-0.19845,9522.889353,14667,Cosolapa
1411,20,483,Santiago Suchilquitongo,20_483,NA,0.695,0.2107,6195.364437,9542,Santiago Suchilquitongo
1412,20,62,Natividad,20_62,NA,0.697,-0.73324,380.4740684,586,Natividad
1413,20,193,San Juan del Estado,20_193,NA,0.653,-0.05262,1653.049451,2546,San Juan del Estado
1414,20,528,Santos Reyes Tepejillo,20_528,NA,0.529,0.82192,787.568336,1213,Santos Reyes Tepejillo
1415,20,198,San Juan Guichicovi,20_198,NA,0.595,0.76608,18271.84511,28142,San Juan Guichicovi
1416,20,537,Silacayo√°pam,20_537,NA,0.58,0.54915,4380.645971,6747,Silacayo·pam
1417,20,551,Tlacolula de Matamoros,20_551,NA,0.708,-0.23657,12741.98565,19625,Tlacolula de Matamoros
1418,20,57,Mat√≠as Romero Avenda√±o,20_57,NA,0.698,-0.30496,24684.71605,38019,MatÌas Romero AvendaÒo
1419,20,115,San Bartolo Coyotepec,20_115,NA,0.792,-1.00763,5638.288071,8684,San Bartolo Coyotepec
1420,20,413,Santa Mar√≠a Huatulco,20_413,NA,0.71,-0.53201,25080.77267,38629,Santa MarÌa Huatulco
1421,20,570,Zimatl√°n de √Ålvarez,20_570,NA,0.686,0.20095,12475.78366,19215,Zimatl·n de ¡lvarez
1422,20,205,San Juan Lalana,20_205,NA,0.513,1.55596,11296.05434,17398,San Juan Lalana
1423,20,42,Ixtl√°n de Ju√°rez,20_42,NA,0.661,0.28215,4982.522185,7674,Ixtl·n de Ju·rez
1424,20,44,Loma Bonita,20_44,NA,0.665,-0.40391,26967.56046,41535,Loma Bonita
